ident,latitude_deg,longitude_deg,term
BIRG,66.4064,-15.9183,z
UERP,66.4004,112.03,z
ENRA,66.3639,14.3014,z
PAWB,66.3622,-147.407,z
UHME,66.3584,-179.1077,z
BIKP,66.3108,-16.4667,z
Z91,66.274,-145.824,z
UEGT,66.2563,143.324,z
PASH,66.2496,-166.0891,z
CYGH,66.2407,-128.6478,z
BITN,66.2185,-15.3356,z
2AK6,66.1761,-155.6848,z
CYXP,66.1449,-65.7136,z
BISI,66.1378,-18.9082,z
BIBI,66.0978,-22.5697,z
BIOF,66.0833,-18.6667,z
PADE,66.0689,-162.7669,z
BIIS,66.0581,-23.1353,z
UUYI,66.0534,60.1058,z
PAHU,66.0411,-154.263,z
CBC2,66.0375,-124.715,z
CEL7,66.0301,-124.6874,z
SVS,66.0167,-149.0568,z
BIHT,66.0142,-23.4417,z
UUYS,66.0047,57.3672,z
BIGJ,65.9953,-21.3269,z
PAIM,65.9928,-153.704,z
BIHY,65.9892,-18.3941,z
EFKS,65.9876,29.2394,z
PABL,65.9816,-161.149,z
EFRU,65.9731,26.3653,z
USDU,65.96,78.437,z
UERA,65.9592,111.5465,z
ENST,65.9568,12.4689,z
BIHU,65.9523,-17.426,z
CGR3,65.9281,-107.4622,z
AK75,65.9077,-161.926,z
ESPE,65.8753,20.1499,z
BITE,65.8703,-23.56,z
PACR,65.8277,-144.0762,z
ESUT,65.8061,15.0828,z
UOTT,65.7972,87.9353,z
ENMS,65.784,13.2149,z
EFKE,65.7787,24.5821,z
BIHS,65.7572,-23.4614,z
UESU,65.7485,150.8889,z
BIVO,65.7206,-14.8506,z
USDP,65.717,82.455,z
BIHK,65.7047,-21.6964,z
PAHL,65.6979,-156.351,z
AK49,65.6793,-164.799,z
CFS4,65.675,-138.1144,z
2AK9,65.6734,-162.4601,z
BIAR,65.6566,-18.072,z
BIRL,65.6558,-16.9181,z
ESUV,65.6457,21.0611,z
BIBL,65.645,-20.2875,z
BIBD,65.6413,-23.5462,z
PAIW,65.6226,-168.095,z
ENHT,65.5947,13.9892,z
UHML,65.5804,-170.9992,z
PACE,65.5738,-144.7807,z
BGKK,65.5736,-37.1236,z
PATC,65.5631,-167.922,z
BIPA,65.5558,-23.965,z
CGS2,65.5528,-106.4336,z
ESPA,65.5438,22.122,z
BIBF,65.5168,-13.8158,z
RMP,65.5079,-150.141,z
CHP,65.4855,-144.611,z
BIMM,65.4833,-18.1667,z
4AK,65.467,-148.6534,z
ENBN,65.4611,12.2175,z
UUYX,65.4373,52.2003,z
BGMQ,65.4125,-52.9394,z
EFPU,65.4022,26.9469,z
PAGZ,65.4021,-161.281,z
BISH,65.4,-21.933,z
LSR,65.3984,-167.1677,z
ESNP,65.3983,21.2608,z
UEAT,65.3712,143.167,z
PFKT,65.3318,-166.4678,z
L20,65.3113,-143.135,z
ESUG,65.3053,17.9755,z
EFML,65.3011,25.4162,z
UEED,65.2928,129.9919,z
BIEG,65.2833,-14.4014,z
BIHV,65.2702,-20.8487,z
CEU8,65.2586,-126.6916,z
PAPC,65.2537,-166.859,z
PATE,65.2404,-166.339,z
UHMN,65.24,160.54,z
CYWJ,65.2111,-123.436,z
ULPK,65.21,31.135,z
BIHE,65.1886,-16.1947,z
CEN7,65.1833,-123.417,z
2Z2,65.1759,-150.221,z
PATA,65.1744,-152.109,z
UHAC,65.1722,167.9525,z
UEYR,65.1623,147.0738,z
51Z,65.148,-149.3687,z
BISA,65.1344,-19.6631,z
BINF,65.1319,-13.7464,z
UUYP,65.1211,57.1308,z
AK80,65.1046,-151.176,z
PAHE,65.089,-150.8719,z
BIBR,65.0746,-21.8022,z
BIST,65.0589,-22.7646,z
AK13,65.0518,-146.047,z
UUYV,65.0317,53.97,z
ULAS,65.03,35.7333,z
CMB2,65.0247,-96.0687,z
UHGL,64.9999,153.0963,z
PAML,64.9919,-150.6441,z
BIGF,64.9914,-23.2247,z
EFHL,64.9696,24.7042,z
ESUD,64.9609,17.6966,z
05AN,64.9605,-147.6011,z
ULBZ,64.96,36.83,z
PAKK,64.9395,-161.154,z
BIFF,64.9315,-14.048,z
USDS,64.9305,77.8113,z
EFOU,64.9301,25.3546,z
25AA,64.9285,-147.8798,z
BIRF,64.9114,-23.8231,z
CZFN,64.9095,-125.5703,z
Z81,64.9092,-165.013,z
32AK,64.9091,-147.908,z
CEZ2,64.9036,-138.2773,z
ULAL,64.896,45.723,z
EFAH,64.8953,25.7522,z
ULIC,64.887,46.721,z
PFKU,64.8761,-157.727,z
ENRM,64.8383,11.1461,z
PAFB,64.8375,-147.614,z
31AK,64.8345,-147.437,z
AK22,64.822,-147.5229,z
EFSU,64.8219,28.7103,z
PAFA,64.8151,-147.856,z
BIBV,64.79,-14.0439,z
AA76,64.78,-147.3277,z
PAEG,64.778,-141.1505,z
5AK3,64.7732,-147.334,z
78AA,64.7718,-147.2467,z
95Z,64.7589,-147.3922,z
BIDA,64.7446,-23.7265,z
PAGA,64.7362,-156.937,z
UHMA,64.7349,177.741,z
PANU,64.7293,-158.074,z
PARY,64.7272,-155.47,z
CYOA,64.6989,-110.615,z
MOS,64.6941,-162.0607,z
PAWM,64.6892,-163.413,z
EFRH,64.6881,24.6958,z
Z47,64.6791,-165.2992,z
PAEI,64.6657,-147.102,z
UHMO,64.6654,170.4176,z
BISP,64.6542,-18.4969,z
BIDV,64.6424,-14.2773,z
BISR,64.6344,-21.4875,z
PFEL,64.6147,-162.272,z
ESNV,64.5791,16.8336,z
AK26,64.5605,-164.4457,z
PAGL,64.5505,-163.007,z
UEMT,64.55,143.115,z
PANN,64.5488,-149.0745,z
ESNL,64.5483,18.7162,z
AK41,64.544,-146.8456,z
94Z,64.5131,-165.396,z
CDK2,64.5114,-110.289,z
EFVL,64.5019,26.76,z
ULJO,64.495,46.1467,z
ENNM,64.4722,11.5786,z
2AK2,64.4543,-147.57,z
ULAH,64.4417,40.4217,z
1KC,64.4166,-156.8204,z
0AK0,64.3921,-146.8618,z
ULBM,64.3854,37.4412,z
BISN,64.3847,-15.3719,z
PFSH,64.3711,-161.224,z
2AK1,64.3634,-147.3649,z
BITO,64.3544,-18.8365,z
UNIT,64.3335,100.4329,z
PAKV,64.3186,-158.742,z
CJK6,64.3167,-96.0167,z
PACL,64.2997,-149.1174,z
BIHN,64.2956,-15.2272,z
EFKI,64.2855,27.6924,z
USHA,64.2571,60.9123,z
CLF,64.2545,-149.1921,z
CYTE,64.23,-76.5267,z
EFKO,64.2286,23.8264,z
UOTU,64.2102,93.7925,z
PAAN,64.1983,-147.9295,z
CYZS,64.1933,-83.3594,z
BGGH,64.1911,-51.6791,z
CYWE,64.1908,-114.077,z
ENGS,64.1836,12.1715,z
UHAW,64.1674,171.0579,z
BISG,64.1655,-15.9133,z
ESUS,64.1559,17.285,z
BIFL,64.1428,-20.3261,z
9AK4,64.1377,-145.8309,z
AA22,64.1308,-145.8051,z
BIRK,64.1287,-21.9376,z
CYRA,64.1161,-117.31,z
EFHP,64.1131,25.5042,z
EFKH,64.1125,29.4386,z
BYA,64.0777,-141.1221,z
CTM7,64.0725,-111.158,z
CEG7,64.0667,-139.433,z
CKX,64.0665,-141.9513,z
EFYL,64.0547,24.7253,z
D66,64.0499,-145.7227,z
29AK,64.0468,-145.4327,z
11AK,64.0019,-145.5016,z
HKB,63.9958,-144.6926,z
PABI,63.9945,-145.722,z
EFKR,63.9892,25.7436,z
USDO,63.9878,82.0509,z
BIKF,63.985,-22.6056,z
UEDN,63.9622,118.6446,z
UEMS,63.9594,127.42,z
45AK,63.955,-145.4485,z
AK77,63.9468,-145.4241,z
BISF,63.9292,-21.0378,z
EFKN,63.9206,24.0867,z
ULAO,63.9094,38.1218,z
PAUN,63.8884,-160.799,z
PAMH,63.886,-152.302,z
UENK,63.885,122.777,z
BIFM,63.8747,-16.6411,z
PAHV,63.8672,-148.9694,z
UENU,63.8521,123.8464,z
BIFZ,63.8482,-20.7163,z
UUYK,63.8233,57.28,z
BIKL,63.7927,-18.0047,z
ESNU,63.7918,20.2828,z
PAGM,63.7677,-171.7333,z
ULPS,63.759,34.283,z
UENW,63.7567,121.6933,z
CYFB,63.7564,-68.5558,z
BIHR,63.7527,-20.2509,z
Z90,63.7487,-150.33,z
ESNA,63.7383,15.4583,z
PAIN,63.7325,-148.9113,z
EFPY,63.7319,25.9263,z
EFKK,63.7212,23.1431,z
UENH,63.72,124.187,z
EFRV,63.7056,26.6164,z
ENFA,63.7006,8.7606,z
UEME,63.6892,125.985,z
USHQ,63.6869,66.6986,z
PASA,63.6864,-170.493,z
AK06,63.6401,-148.7916,z
EFII,63.6319,27.1222,z
CFP4,63.6065,-137.5678,z
CSK6,63.5936,-110.906,z
Z48,63.5733,-156.1495,z
UEEJ,63.5684,126.5122,z
KCR,63.5677,-155.989,z
UUYH,63.5669,53.8047,z
UEMR,63.5614,125.2553,z
BIBA,63.5561,-20.1375,z
5Z5,63.5417,-150.994,z
BIAL,63.5398,-18.4437,z
BISK,63.5172,-19.4892,z
WBB,63.516,-162.278,z
EFLN,63.5119,29.6292,z
ESUR,63.4903,16.4834,z
PAMK,63.4901,-162.11,z
UENI,63.4581,120.2692,z
ENVA,63.4578,10.924,z
CGK2,63.4352,-109.1448,z
CEV9,63.4333,-116.175,z
EFRA,63.4242,28.1242,z
EFLL,63.3994,27.4789,z
EFVT,63.3978,24.0306,z
2K5,63.3939,-153.269,z
ESUI,63.3918,18.3195,z
PATW,63.3912,-148.956,z
15AK,63.372,-148.8469,z
UEMD,63.3715,125.543,z
CYCS,63.3469,-90.7311,z
PAST,63.3315,-149.127,z
PFTO,63.3295,-142.954,z
CWOB,63.3254,-64.1544,z
8AK9,63.3089,-143.0169,z
UENN,63.2967,118.342,z
USHI,63.2004,64.4401,z
ESNZ,63.1941,14.5003,z
CFC4,63.1811,-130.202,z
UHQE,63.1764,167.9783,z
ESNB,63.1712,16.9852,z
Z17,63.146,-156.53,z
CEQ8,63.1419,-117.2758,z
ESNM,63.1286,14.8028,z
EFKA,63.1271,23.0514,z
EFKV,63.1253,25.1242,z
3T4,63.1246,-142.518,z
EFVI,63.1225,25.8161,z
ENKB,63.1118,7.8245,z
EFVA,63.0507,21.7622,z
ESNK,63.0486,17.7689,z
ESUO,63.0417,14.0014,z
PFKO,63.0306,-163.533,z
PAXK,63.0264,-145.4988,z
UHMR,63.02,179.293,z
PAFS,63.0179,-154.3604,z
EFKU,63.0071,27.7978,z
A77,63.0019,-156.367,z
TCT,62.9932,-156.029,z
PAOR,62.9613,-141.929,z
16Z,62.958,-155.593,z
PAMC,62.9529,-155.606,z
EFME,62.9467,23.5189,z
01A,62.9408,-152.2697,z
KGX,62.8952,-160.0663,z
CYD2,62.8906,-113.8678,z
CYLC,62.8483,-69.8779,z
CFQ6,62.8375,-136.5282,z
07AN,62.8256,-149.9108,z
CYRT,62.8114,-92.1158,z
UEMH,62.789,136.855,z
PAEM,62.7861,-164.491,z
CFS3,62.7683,-137.3847,z
CRE2,62.7667,-116.084,z
UHMH,62.765,148.147,z
ENML,62.7447,7.2625,z
DDT,62.7246,-143.921,z
CJN8,62.7,-109.167,z
PAHX,62.6921,-159.569,z
EFSI,62.6921,22.8323,z
PAUK,62.6827,-164.7225,z
EFJO,62.6588,29.6194,z
ENSU,62.6569,8.6795,z
ENOP,62.6513,9.8516,z
PANV,62.6467,-160.191,z
ESUH,62.6325,17.9817,z
UUYM,62.6054,50.9252,z
CMN4,62.6047,-137.2219,z
CED9,62.6,-111.517,z
99AK,62.599,-157.152,z
CFA7,62.5981,-111.543,z
CML7,62.5935,-136.8714,z
ENRO,62.5784,11.3423,z
81AK,62.5776,-150.2367,z
ESUJ,62.5653,15.8347,z
CZO,62.5635,-144.669,z
ENAL,62.5625,6.1197,z
EFAL,62.5547,23.5733,z
PAFK,62.5425,-153.623,z
PAFL,62.5322,-153.6128,z
SXP,62.5206,-164.848,z
33AK,62.5157,-150.9458,z
8AK5,62.5139,-150.2653,z
AA00,62.5102,-149.9267,z
UHPN,62.486,165.3389,z
AA09,62.4775,-147.776,z
CEN9,62.4667,-114.35,z
EFKJ,62.4632,22.3908,z
CYZF,62.4628,-114.44,z
UHMF,62.457,155.745,z
CYLK,62.4178,-110.6828,z
CYIK,62.4173,-77.9253,z
CEP9,62.4167,-113.35,z
ESNC,62.4106,13.7457,z
CEB9,62.4,-110.75,z
IBN,62.3997,-142.9954,z
EFJY,62.3995,25.6783,z
EFJI,62.3242,22.6942,z
PATK,62.3205,-150.094,z
AK44,62.3194,-150.1135,z
AK8,62.3134,-150.0694,z
Z55,62.2937,-146.579,z
USRA,62.265,71.191,z
EFPK,62.2647,27.0028,z
ENTY,62.2569,10.6694,z
CYXN,62.24,-92.5981,z
51AK,62.2388,-150.0638,z
UENS,62.185,117.635,z
ENOV,62.18,6.0741,z
CYZG,62.1794,-75.6672,z
EFVR,62.1711,27.8686,z
EFIT,62.1661,30.0736,z
45AA,62.1629,-150.5396,z
PAGK,62.1559,-145.4547,z
ENGN,62.1175,10.1108,z
CEX4,62.1106,-136.18,z
USHN,62.11,65.615,z
UEMM,62.1035,129.5453,z
CTH2,62.1008,-112.6241,z
21AK,62.0826,-150.0669,z
CZN,62.0712,-142.048,z
Z14,62.0659,-146.4595,z
EFRN,62.0655,28.3565,z
5AK,62.0634,-146.449,z
EKVG,62.0633,-7.2758,z
PASM,62.0605,-163.302,z
ESND,62.0478,14.4229,z
0AK3,62.0359,-150.494,z
PFCR,62.0318,-158.2343,z
49AK,62.0256,-149.9791,z
BGPT,62.0147,-49.6709,z
AN03,61.9919,-151.361,z
CYDM,61.9706,-132.423,z
PASW,61.9653,-151.191,z
CBX5,61.9569,-128.203,z
Z93,61.9437,-145.2994,z
EFSA,61.9431,28.9451,z
AK04,61.937,-147.169,z
UHMW,61.9218,159.2291,z
9AK2,61.8989,-161.438,z
02AK,61.8769,-150.0976,z
CJX,61.8703,-158.1376,z
ESUE,61.8697,12.6894,z
CEZ7,61.8694,-121.3613,z
CET4,61.8673,-121.3685,z
PADM,61.8643,-162.026,z
1AK6,61.8563,-151.3975,z
EFHA,61.856,24.7867,z
PACM,61.8447,-165.5752,z
AK34,61.8353,-150.08,z
UHMG,61.835,160.548,z
ULPP,61.8319,34.2956,z
ENSD,61.83,6.1058,z
ESUL,61.817,16.0043,z
28AK,61.8089,-147.859,z
0AK6,61.8011,-147.9452,z
48AK,61.796,-148.4942,z
AK59,61.7907,-148.353,z
SRV,61.7897,-156.589,z
RDV,61.7881,-157.35,z
PACZ,61.7803,-166.039,z
EFJM,61.7786,22.7161,z
PARS,61.7751,-161.3195,z
PAUO,61.7542,-150.052,z
CEF9,61.7489,-139.246,z
04AN,61.7375,-148.7007,z
EFPN,61.7289,29.3936,z
AK57,61.7257,-150.091,z
0AK2,61.7256,-150.6786,z
AK10,61.7172,-150.109,z
25AK,61.7127,-150.066,z
AK72,61.7047,-150.601,z
08AN,61.7043,-149.2125,z
AN04,61.7043,-149.2161,z
PASL,61.7005,-157.166,z
07AA,61.696,-149.9549,z
CFT3,61.6914,-130.774,z
EFHM,61.6897,23.0737,z
EFMI,61.6866,27.2018,z
9AA1,61.682,-149.2907,z
UNIB,61.6767,96.355,z
05AK,61.6683,-149.188,z
CTP9,61.6622,-73.3214,z
AK89,61.6523,-149.8751,z
87AK,61.6515,-149.288,z
01AN,61.6491,-149.339,z
AA30,61.6482,-149.8708,z
4AK6,61.6393,-149.2911,z
AK92,61.638,-149.029,z
59AK,61.6318,-149.341,z
8AK8,61.63,-149.683,z
66AK,61.63,-149.5692,z
4AK0,61.6292,-149.271,z
29A,61.6289,-149.618,z
06AK,61.6276,-149.5753,z
34AK,61.625,-149.289,z
T66,61.619,-149.679,z
0AK1,61.617,-149.3209,z
AA85,61.6164,-149.221,z
24AK,61.6163,-149.7062,z
3A3,61.6135,-149.666,z
CFV5,61.6076,-125.7563,z
AA33,61.6042,-149.7701,z
AK65,61.5981,-149.3505,z
3H3,61.5976,-149.316,z
16AK,61.5966,-149.3399,z
PAAQ,61.5949,-149.089,z
AK54,61.5933,-149.3261,z
3AK6,61.5929,-149.2689,z
10AK,61.5921,-149.6776,z
UNIP,61.5897,89.994,z
09AK,61.5894,-149.8473,z
3K9,61.5887,-149.385,z
CYKG,61.5886,-71.9294,z
5L6,61.5864,-149.408,z
39AK,61.586,-149.236,z
AA01,61.585,-149.8465,z
ENFL,61.5836,5.0247,z
D71,61.5829,-149.831,z
CXC,61.5829,-144.427,z
AK53,61.5823,-148.997,z
9A3,61.5791,-159.216,z
AK43,61.5791,-149.539,z
91AK,61.5764,-149.9433,z
D75,61.5761,-149.676,z
6AK7,61.5739,-149.6415,z
AK86,61.5735,-149.9114,z
PAWS,61.5717,-149.54,z
AA02,61.5715,-149.9241,z
AK95,61.57,-149.7787,z
08AK,61.5687,-149.7258,z
38AK,61.5625,-149.668,z
65AK,61.5604,-149.3673,z
L95,61.5548,-149.939,z
58AK,61.5526,-149.34,z
86AK,61.5514,-149.9458,z
AA11,61.5507,-149.6761,z
ENRI,61.5454,10.0616,z
7AK4,61.5416,-149.4591,z
PAVA,61.5409,-165.6005,z
PAGQ,61.5347,-149.8129,z
AA10,61.5329,-149.6988,z
AK1,61.5303,-149.018,z
71AK,61.5278,-149.4965,z
PAHP,61.5239,-166.147,z
AK16,61.5234,-149.715,z
CET9,61.5224,-120.6253,z
ULAR,61.515,38.912,z
ESUB,61.5125,16.3725,z
85AK,61.5092,-149.9086,z
AA05,61.5079,-149.0789,z
02AA,61.5061,-149.9128,z
20AK,61.5041,-149.8956,z
77AK,61.5023,-149.5941,z
41AK,61.5009,-149.6397,z
AK85,61.4823,-149.764,z
79AK,61.4818,-149.744,z
6A7,61.4818,-149.773,z
EFPO,61.4617,21.8,z
AK66,61.4583,-148.7982,z
KGZ,61.4551,-142.381,z
AK99,61.4467,-149.7611,z
64AK,61.4401,-150.0268,z
PAMX,61.4371,-142.904,z
AK24,61.4182,-149.439,z
PABV,61.4165,-149.507,z
EFTP,61.4141,23.6044,z
Z40,61.3947,-149.8453,z
ENBL,61.3911,5.7569,z
ESUY,61.3867,15.8332,z
50AK,61.3805,-150.1162,z
4AK3,61.378,-143.3211,z
CYDB,61.3711,-139.041,z
2AK,61.3591,-155.44,z
0AK5,61.3554,-142.7318,z
AK14,61.3513,-150.089,z
36AK,61.3464,-150.0698,z
MYK,61.3357,-142.687,z
ESUM,61.2912,16.8463,z
AA06,61.2887,-149.8089,z
UIKE,61.275,108.03,z
PAFR,61.2664,-149.653,z
ESNY,61.2615,17.0991,z
ENAE,61.2574,11.6689,z
2AK0,61.2559,-149.975,z
PAED,61.2517,-149.8071,z
6AK2,61.2516,-149.9661,z
EFIM,61.2492,28.9037,z
EFPI,61.2456,22.1934,z
ENTS,61.2293,12.2664,z
PAMR,61.2128,-149.844,z
ESNR,61.19,14.7126,z
Z41,61.1867,-149.9654,z
CYFR,61.1808,-113.69,z
PALH,61.18,-149.972,z
PANC,61.179,-149.9926,z
K55,61.1773,-145.688,z
PABG,61.1722,-151.044,z
6AK5,61.1687,-150.1605,z
BGBW,61.1605,-45.426,z
ESKS,61.1584,12.8425,z
ENSG,61.1561,7.1378,z
CRV8,61.1472,-94.1158,z
EFLA,61.1442,25.6935,z
UEQN,61.1431,138.0313,z
CWJC,61.1333,-100.9,z
3C3,61.1331,-149.942,z
PAVD,61.1327,-146.2466,z
EFEU,61.1161,22.2014,z
USRN,61.1083,72.65,z
PASV,61.0974,-155.574,z
CYEK,61.0942,-94.0708,z
L93,61.0871,-146.144,z
TLT,61.087,-160.9228,z
TYE,61.0766,-151.1314,z
EFSE,61.0624,26.7989,z
CYHA,61.0464,-69.6178,z
EFLP,61.0446,28.1447,z
EFVP,61.0397,22.5917,z
CFQ5,61.0304,-138.4049,z
USHH,61.0285,69.0861,z
ENFG,61.0156,9.2881,z
ZNC,60.9807,-159.994,z
AQY,60.9688,-149.1198,z
ESKM,60.9579,14.5114,z
USNN,60.9493,76.4836,z
WWT,60.935,-164.6267,z
Z13,60.9138,-161.4933,z
KKI,60.9079,-161.435,z
5HO,60.9067,-149.6231,z
16A,60.9056,-162.4405,z
PFAK,60.9026,-161.2311,z
UNHZ,60.9008,89.6807,z
EFUT,60.8964,26.9384,z
1Z9,60.8938,-146.704,z
EFOP,60.8764,22.7447,z
ENHN,60.8764,11.6755,z
PFKA,60.8727,-162.5247,z
7KA,60.8714,-146.6903,z
AK64,60.8678,-157.392,z
4A2,60.8667,-162.273,z
UEQK,60.8588,135.3089,z
CEF8,60.8518,-115.7296,z
CYHY,60.8397,-115.783,z
ENDO,60.8333,9.9167,z
CYKO,60.8186,-78.1486,z
PFME,60.8184,-164.519,z
ENHA,60.8181,11.068,z
5AK0,60.8163,-151.7999,z
CFP8,60.8117,-135.1821,z
PAEW,60.8104,-164.4995,z
EFFO,60.8037,23.6508,z
Z58,60.8033,-161.727,z
ENKL,60.7911,9.0487,z
PFKW,60.7903,-161.444,z
CYHT,60.7892,-137.546,z
ULWU,60.7883,46.26,z
ESVS,60.7851,14.8272,z
PABE,60.7798,-161.838,z
PAWR,60.7772,-148.7196,z
EGPW,60.7472,-0.8539,z
EFRY,60.7447,24.1078,z
6AK3,60.7278,-151.2778,z
AK73,60.7231,-151.3065,z
UERL,60.7206,114.826,z
CYXY,60.7096,-135.067,z
UNSS,60.7094,77.66,z
PAPK,60.7029,-161.778,z
8AK2,60.6998,-151.2947,z
AK39,60.6996,-150.1762,z
CEZ5,60.6911,-135.037,z
PANA,60.6903,-161.979,z
ENRV,60.6722,10.5675,z
EFWB,60.6636,26.7458,z
ESVM,60.6588,13.7266,z
EFHV,60.6544,24.8811,z
6Z1,60.6455,-151.3044,z
52Z,60.6411,-149.497,z
ENBM,60.6381,6.4998,z
3AK4,60.6325,-151.3377,z
AA16,60.6277,-151.2947,z
FEA,60.6033,-0.8728,z
ESSK,60.5933,16.9514,z
75AK,60.5931,-151.328,z
UEEQ,60.588,124.0478,z
ESOL,60.5866,16.5866,z
EFMN,60.5725,25.5089,z
EFKY,60.5714,26.8961,z
PAEN,60.5709,-151.2452,z
4KA,60.5696,-165.2466,z
UEOU,60.5582,122.4306,z
40AK,60.5572,-150.837,z
UHPA,60.5566,169.1077,z
ESKD,60.5561,14.3771,z
ESVG,60.5517,15.0816,z
CKU,60.5439,-145.727,z
AK05,60.5423,-150.5986,z
PAOO,60.5414,-165.087,z
06AA,60.5403,-150.8138,z
88AK,60.5398,-150.8691,z
04AA,60.5358,-150.8114,z
53AK,60.5337,-150.8566,z
L85,60.5336,-150.996,z
AK01,60.529,-150.6251,z
1AK4,60.5242,-150.752,z
EFNS,60.52,24.8317,z
70AK,60.5183,-150.9529,z
EFTU,60.5141,22.2628,z
30AK,60.5058,-151.26,z
PACV,60.4918,-145.478,z
0AA7,60.4915,-151.2353,z
AK55,60.4894,-150.8015,z
JLA,60.4842,-149.7229,z
2AK5,60.4817,-146.584,z
UEQC,60.4809,135.1466,z
EFPR,60.4792,26.5939,z
7AK3,60.4769,-151.1714,z
7AK6,60.4757,-150.9299,z
PASX,60.4749,-151.0385,z
PAGT,60.4691,-164.7041,z
EFIK,60.4625,23.6525,z
CEG9,60.4362,-121.2579,z
AK97,60.4231,-146.146,z
ESSD,60.422,15.5152,z
2VI2,60.419,-152.3549,z
ENDI,60.4167,8.5128,z
UEMO,60.4018,120.4761,z
CFW5,60.3942,-111.3476,z
AK30,60.3912,-146.0975,z
UHPT,60.3842,166.025,z
EGEH,60.3768,-0.9272,z
UNIS,60.3733,93.0117,z
PAMY,60.3723,-166.2698,z
UEMU,60.357,134.435,z
UNIW,60.3562,102.3096,z
A61,60.3512,-162.6545,z
ESKT,60.3504,17.4187,z
5KS,60.3503,-151.2629,z
Z20,60.3415,-162.666,z
EFNU,60.3339,24.2964,z
CKP8,60.3203,-103.127,z
EFHK,60.3184,24.9633,z
CKV4,60.3164,-103.129,z
ENBR,60.2934,5.2181,z
CJL8,60.2919,-102.502,z
ESKG,60.287,17.4217,z
CJP5,60.2833,-102.517,z
ULSZ,60.268,29.234,z
UNIJ,60.255,90.195,z
EFKG,60.2469,20.8047,z
ENEG,60.2147,10.3187,z
PAEE,60.2132,-162.044,z
PALJ,60.2017,-154.3259,z
AK51,60.1986,-154.3228,z
ENGM,60.1939,11.1004,z
EGET,60.1922,-1.2436,z
ENUL,60.1922,5.4225,z
ESVA,60.1804,16.1228,z
CFA4,60.1738,-134.6977,z
CEB7,60.1724,-134.6974,z
ESST,60.1576,12.9913,z
ESKH,60.1548,13.5286,z
PACK,60.1367,-164.2792,z
UENO,60.1332,117.1387,z
ESKA,60.1328,18.1049,z
PAWD,60.1305,-149.4186,z
EFMA,60.1222,19.8982,z
CYQH,60.1168,-128.822,z
CEJ9,60.1116,-128.7669,z
USHU,60.1033,64.8267,z
UHOA,60.1012,142.3015,z
ESSG,60.0883,15.0964,z
EFGE,60.0869,22.5219,z
PACY,60.081,-142.4945,z
EFTO,60.0792,24.1722,z
PFCB,60.0776,-147.9947,z
CYPX,60.0506,-77.2869,z
CYAS,60.0272,-69.9992,z
CYSM,60.0203,-111.962,z
NIN,60.0202,-151.589,z
ESOH,60.0201,13.5789,z
PANO,59.9802,-154.839,z
UEOT,59.9783,119.8511,z
ENKJ,59.9691,11.0405,z
19AK,59.9663,-141.6601,z
AK56,59.9632,-158.477,z
PADY,59.9608,-162.881,z
00AK,59.9477,-151.6925,z
PAKI,59.9318,-164.0282,z
ESKC,59.9227,17.5368,z
UHMM,59.911,150.72,z
UEKO,59.9075,118.6494,z
UEOA,59.9007,117.5977,z
ESCM,59.8973,17.5886,z
EGPB,59.8789,-1.2956,z
PAGG,59.8765,-163.169,z
UECT,59.8764,111.0444,z
ESVH,59.8674,14.4239,z
ESKU,59.8602,13.1129,z
EFHN,59.8489,23.0836,z
KWK,59.8367,-163.14,z
ULSW,59.8353,31.4805,z
AK18,59.8331,-153.0872,z
ULLI,59.8003,30.2625,z
ESKO,59.7988,13.4907,z
4K0,59.7969,-154.13,z
ENSO,59.7919,5.3409,z
AK00,59.7831,-151.8532,z
98AK,59.7762,-151.1879,z
0AK7,59.776,-150.9633,z
CBS4,59.7738,-136.5962,z
ENHS,59.7599,9.9195,z
PAQH,59.7551,-161.845,z
PAIL,59.7544,-154.911,z
3Z8,59.747,-158.875,z
46AK,59.7378,-151.0222,z
ESSN,59.7326,18.6952,z
PAJZ,59.7266,-157.259,z
USHL,59.724,65.833,z
ENSI,59.707,10.8817,z
02AN,59.7042,-151.2959,z
OL99,59.7035,-151.4968,z
ULLP,59.685,30.3383,z
ESKV,59.6759,12.6394,z
USHK,59.6551,67.43,z
ESSA,59.6485,17.9288,z
PAHO,59.6445,-151.4792,z
CPB8,59.6381,-118.333,z
CFB7,59.6333,-117.167,z
UEQM,59.6312,133.0897,z
ESSM,59.6084,13.9123,z
UHGB,59.5816,154.1539,z
USPT,59.5795,56.8577,z
CYSQ,59.5783,-133.6689,z
ESSX,59.5758,16.5032,z
CAD6,59.5667,-133.717,z
ENNO,59.5651,9.2132,z
CKG6,59.5648,-108.5999,z
2Y3,59.5625,-139.741,z
CYBE,59.5614,-108.481,z
EGEF,59.5347,-1.6285,z
ESVQ,59.5275,15.9697,z
PAYA,59.5087,-139.6604,z
CYNN,59.4875,-97.7803,z
CFV3,59.4747,-119.0061,z
2AK4,59.47,-151.512,z
UEWO,59.4609,121.3349,z
PAGY,59.4603,-135.3167,z
UERT,59.458,112.563,z
4Z9,59.452,-151.5213,z
PANW,59.4518,-157.3738,z
PAMD,59.4499,-146.307,z
7K2,59.4469,-135.323,z
ESOK,59.4447,13.3374,z
PASO,59.443,-151.7052,z
A27,59.4393,-151.7208,z
PFKK,59.4332,-154.8022,z
